ts,open,high,low,close,confirm
1784484000000,1867.28,1867.79,1852.86,1861.09,1
1784487600000,1861.09,1862.76,1854.82,1862.39,1
1784491200000,1862.39,1867.25,1862.24,1867.24,1
1784494800000,1867.24,1868.24,1857.61,1862,1
1784498400000,1862,1877.07,1857.15,1870.53,1
1784502000000,1870.53,1874.94,1865.05,1872.26,1
1784505600000,1872.26,1891.78,1862.66,1872.16,1
1784509200000,1872.16,1889.8,1865.78,1869.42,1
1784512800000,1869.42,1883.26,1867.84,1879.01,1
1784516400000,1879.01,1882.25,1870.93,1879.7,1
1784520000000,1879.7,1880.03,1868.41,1868.87,1
1784523600000,1868.91,1869.87,1851.45,1855.45,1
1784527200000,1855.45,1860.06,1843.4,1849.72,1
1784530800000,1849.72,1865.41,1849.14,1863.99,1
1784534400000,1863.99,1868.49,1854.15,1860.86,1
1784538000000,1860.86,1867.51,1858.03,1864.22,1
1784541600000,1864.22,1871.87,1862.76,1868.91,1
1784545200000,1868.91,1896.63,1868.01,1893.39,1
1784548800000,1893.39,1893.88,1871.92,1873.38,1
1784552400000,1873.38,1880.66,1857.7,1862.61,1
1784556000000,1862.61,1872.08,1853.64,1868.07,1
1784559600000,1868.07,1904.69,1867.67,1902.45,1
1784563200000,1902.45,1906.88,1893.83,1899.48,1
1784566800000,1899.48,1909.66,1895.62,1907.94,1
1784570400000,1907.92,1918.24,1897.47,1899.47,1
1784574000000,1899.46,1901.06,1890.09,1898.5,1
1784577600000,1898.5,1906.6,1896.17,1904.89,1
1784581200000,1904.89,1907.58,1901.98,1902.45,1
1784584800000,1902.45,1902.61,1894.36,1895.75,1
1784588400000,1895.75,1905.26,1895.26,1904.72,1
1784592000000,1904.72,1917.91,1900.74,1915.09,1
1784595600000,1915.09,1918.18,1907.17,1907.43,1
1784599200000,1907.43,1923.17,1904.66,1917.44,1
1784602800000,1917.44,1928.42,1916.94,1926.81,1
1784606400000,1926.8,1931.15,1922.61,1924.66,1
1784610000000,1924.65,1935.84,1922.01,1930.61,1
1784613600000,1930.61,1940.05,1927.81,1935.04,1
1784617200000,1935.03,1940.35,1933.42,1934.07,1
1784620800000,1934.05,1952.85,1931.64,1939.89,1
1784624400000,1939.89,1943.74,1936.58,1942.16,1
1784628000000,1942.16,1947.07,1932.17,1934.08,1
1784631600000,1934.08,1937.38,1926.98,1935.87,1
1784635200000,1935.87,1945.38,1933,1942.77,1
1784638800000,1942.77,1943.73,1927.51,1940.37,1
1784642400000,1940.38,1944.04,1927.77,1931.76,1
1784646000000,1931.77,1932.46,1923.35,1931.87,1
1784649600000,1931.86,1935.38,1921.71,1926.36,1
1784653200000,1926.36,1928.34,1915.24,1918.67,1
1784656800000,1918.67,1922.92,1915.19,1920.04,1
1784660400000,1920.02,1926.15,1918.28,1923.39,1
1784664000000,1923.38,1926.41,1921.61,1923.21,1
1784667600000,1923.22,1926.61,1919.89,1924.22,1
1784671200000,1924.22,1924.22,1918.12,1920.83,1
1784674800000,1920.83,1931.37,1916.68,1930.21,1
1784678400000,1930.2,1944.28,1929.12,1939.33,1
1784682000000,1939.33,1940.65,1927.85,1933.65,1
1784685600000,1933.67,1936.4,1926.85,1930.32,1
1784689200000,1930.31,1935.98,1926.68,1928.68,1
1784692800000,1928.66,1939.34,1928.12,1936.71,1
1784696400000,1936.72,1936.98,1918.25,1919.43,1
1784700000000,1919.43,1921.07,1913.29,1917.44,1
1784703600000,1917.44,1919.01,1910.85,1914.34,1
1784707200000,1914.35,1925.2,1913.95,1921.29,1
1784710800000,1921.29,1926.55,1919.52,1924.59,1
1784714400000,1924.61,1933.63,1923.24,1930.78,1
1784718000000,1930.81,1931.6,1922.47,1927.38,1
1784721600000,1927.38,1927.42,1913.45,1917.11,1
1784725200000,1917.13,1942.57,1916.98,1940.01,1
1784728800000,1939.98,1955.7,1923.02,1933.17,1
1784732400000,1933.18,1952.41,1932.96,1942.9,1
1784736000000,1942.9,1956.5,1935.53,1949.91,1
1784739600000,1949.91,1950.29,1934.87,1938.56,1
1784743200000,1938.54,1939.96,1923.24,1930.67,1
1784746800000,1930.67,1932.02,1921.04,1925.08,1
1784750400000,1925.13,1930.36,1922.88,1926.76,1
1784754000000,1926.78,1939.66,1926.75,1938.83,1
1784757600000,1938.83,1939.14,1930.9,1938.42,1
1784761200000,1938.42,1938.53,1923.65,1934.31,1
1784764800000,1934.32,1941.57,1932.39,1932.44,1
1784768400000,1932.45,1936.74,1926.74,1928.43,1
1784772000000,1928.42,1929.59,1921.98,1927.56,1
1784775600000,1927.55,1927.98,1918.01,1920.54,1
1784779200000,1920.54,1926.11,1918.72,1919.79,1
1784782800000,1919.8,1928.75,1918.37,1922.87,1
1784786400000,1922.87,1926.84,1921.11,1925.43,1
1784790000000,1925.43,1925.44,1912.61,1915.68,1
1784793600000,1915.68,1927.34,1914.46,1926.52,1
1784797200000,1926.52,1931.57,1923.39,1924.22,1
1784800800000,1924.22,1930.44,1922.1,1928.14,1
1784804400000,1928.14,1929.21,1924.63,1925.94,1
1784808000000,1925.93,1927.96,1894.54,1904.4,1
1784811600000,1904.42,1909.07,1895.72,1898.67,1
1784815200000,1898.68,1907.25,1892.9,1896.49,1
1784818800000,1896.48,1897.91,1882.99,1895.29,1
1784822400000,1895.29,1895.45,1884.73,1888.01,1
1784826000000,1888.01,1892.13,1875.83,1878.37,1
1784829600000,1878.38,1884.45,1876.07,1881.16,1
1784833200000,1881.16,1883.56,1869.22,1875.58,1
1784836800000,1875.58,1888.78,1874.77,1885.99,1
1784840400000,1885.99,1888.85,1880.78,1882.65,1
1784844000000,1882.65,1884.08,1874.55,1883.38,1
1784847600000,1883.4,1884.62,1875.56,1878.3,1
1784851200000,1878.31,1879.04,1859.83,1871.37,1
1784854800000,1871.37,1877.56,1870.41,1872.83,1
1784858400000,1872.83,1878.24,1864.73,1869.54,1
1784862000000,1869.54,1881.24,1868.23,1880.69,1
1784865600000,1880.69,1881.96,1874.89,1876.14,1
1784869200000,1876.14,1882.17,1873.48,1880.95,1
1784872800000,1880.95,1888.37,1878.85,1888.15,1
1784876400000,1888.15,1909.76,1888.15,1895.99,1
1784880000000,1896.01,1896.15,1886.42,1888.14,1
1784883600000,1888.13,1889.24,1878.87,1888.03,1
1784887200000,1888.05,1888.64,1880.33,1883.71,1
1784890800000,1883.7,1884.66,1876.58,1883.9,1
1784894400000,1883.9,1885.99,1871.94,1872.58,1
1784898000000,1872.58,1875.26,1848.1,1857.62,1
1784901600000,1857.62,1863.18,1848.09,1862.84,1
1784905200000,1862.84,1869.39,1854.11,1861.94,1
1784908800000,1861.94,1866.14,1853.52,1857.47,1
1784912400000,1857.47,1866.59,1855.05,1866.56,1
1784916000000,1866.55,1866.76,1858.51,1862.75,1
1784919600000,1862.7,1864.6,1857.95,1863.81,1
1784923200000,1863.82,1865.47,1858.4,1860.93,1
1784926800000,1860.93,1861.84,1857.11,1857.54,1
1784930400000,1857.54,1861.62,1856.88,1859.51,1
1784934000000,1859.51,1861.96,1858.97,1861.51,1
1784937600000,1861.52,1864.75,1857.04,1860.31,1
1784941200000,1860.31,1863.62,1858.26,1860.04,1
1784944800000,1860.04,1861.65,1858.3,1859.45,1
1784948400000,1859.46,1860.51,1855.91,1858.7,1
1784952000000,1858.7,1862.65,1858.56,1861.26,1
1784955600000,1861.26,1862.96,1856.88,1858.58,1
1784959200000,1858.57,1860.19,1854.63,1858.6,1
1784962800000,1858.6,1858.76,1856.2,1856.2,1
1784966400000,1856.2,1856.21,1851.35,1853.78,1
1784970000000,1853.78,1859.03,1851.87,1858.19,1
1784973600000,1858.19,1859.37,1856.85,1858.7,1
1784977200000,1858.69,1860.09,1857.58,1857.83,1
1784980800000,1857.83,1860.5,1857.04,1860.36,1
1784984400000,1860.36,1871.94,1859.9,1867.3,1
1784988000000,1867.3,1869.3,1865.36,1868.82,1
1784991600000,1868.81,1871.49,1867.18,1867.99,1
1784995200000,1868,1870.99,1864.75,1868.08,1
1784998800000,1868.08,1875.03,1868.07,1873.17,1
1785002400000,1873.17,1876.99,1872.44,1875.5,1
1785006000000,1875.5,1876.66,1874.38,1874.81,1
1785009600000,1874.81,1875,1870.7,1872.21,1
1785013200000,1872.21,1874.99,1867.84,1872.62,1
1785016800000,1872.62,1876.95,1872.39,1875.92,1
1785020400000,1875.92,1876.24,1873.43,1874.79,1
1785024000000,1874.79,1881.69,1873.85,1881.12,1
1785027600000,1881.13,1881.86,1877.93,1878.61,1
1785031200000,1878.7,1881.61,1877.06,1880.9,1
1785034800000,1880.91,1884.05,1879.06,1882.31,1
1785038400000,1882.31,1889.32,1880.36,1886.27,1
1785042000000,1886.27,1887.48,1882.99,1883.37,1
1785045600000,1883.37,1885.4,1878.54,1884.92,1
1785049200000,1884.95,1886.35,1880.56,1881.59,1
1785052800000,1881.59,1882.55,1879.29,1881.49,1
1785056400000,1881.49,1885.77,1881.36,1883.82,1
1785060000000,1883.82,1887.67,1882.35,1886.2,1
1785063600000,1886.17,1887.85,1884.69,1885.85,1
1785067200000,1885.85,1893.78,1885.61,1886.48,1
1785070800000,1886.5,1888.88,1881.97,1886.7,1
1785074400000,1886.7,1899.87,1886.69,1898.71,1
1785078000000,1898.71,1917.09,1898.04,1914.74,1
1785081600000,1914.73,1927.98,1908.84,1916.3,1
1785085200000,1916.25,1917.82,1910.95,1911.22,1
1785088800000,1911.22,1916.24,1911.05,1914.54,1
1785092400000,1914.54,1915.9,1912.08,1914.25,1
1785096000000,1914.26,1914.75,1911.5,1913.71,1
1785099600000,1913.75,1930.19,1913.75,1926.04,1
1785103200000,1926.04,1952.58,1926.04,1949.89,1
1785106800000,1949.89,1966.99,1946.93,1954.79,1
1785110400000,1954.79,1955.47,1939.6,1942.56,1
1785114000000,1942.56,1948.45,1936.51,1948.21,1
1785117600000,1948.22,1949.3,1941.7,1943.26,1
1785121200000,1943.27,1950.72,1942.54,1949.72,1
1785124800000,1949.72,1962.55,1948.62,1953.41,1
1785128400000,1953.41,1970.06,1952.59,1965.64,1
1785132000000,1965.63,1980.82,1963.69,1968.46,1
1785135600000,1968.46,1971.65,1961.41,1964.48,1
1785139200000,1964.49,1968.88,1962.02,1964.94,1
1785142800000,1964.8,1968.29,1957,1965.21,1
1785146400000,1965.21,1971.93,1963.75,1967.54,1
1785150000000,1967.54,1967.58,1958.21,1959.67,1
1785153600000,1959.67,1964.54,1943.02,1957.71,1
1785157200000,1957.71,1977.86,1950.85,1961.03,1
1785160800000,1961.03,1966.7,1919.23,1932.42,1
1785164400000,1932.4,1937.85,1924.76,1927.7,1
1785168000000,1927.7,1946.92,1922.8,1940.67,1
1785171600000,1940.7,1946.17,1935.22,1943.74,1
1785175200000,1943.74,1944.49,1929.29,1939.22,1
1785178800000,1939.2,1955.5,1937.7,1948.46,1
1785182400000,1948.41,1950.59,1943.65,1946.95,1
1785186000000,1946.95,1950.15,1940.65,1941.95,1
1785189600000,1941.94,1941.97,1892.23,1893.66,1
1785193200000,1893.66,1896.08,1883.07,1892.51,1
1785196800000,1892.52,1894.38,1877.55,1878.89,1
1785200400000,1878.89,1882.69,1866.54,1875.96,1
1785204000000,1875.96,1880.39,1872.52,1875.93,1
1785207600000,1875.92,1883.3,1873.04,1881.39,1
1785211200000,1881.39,1882.82,1876.53,1879.19,1
1785214800000,1879.22,1889.49,1878.47,1883.23,1
1785218400000,1883.22,1888.69,1878.63,1888.63,1
1785222000000,1888.63,1888.96,1880.91,1883.88,1
1785225600000,1883.89,1885.72,1880.39,1884.54,1
1785229200000,1884.55,1885.07,1874.68,1876.35,1
1785232800000,1876.35,1881.01,1873.87,1878.75,1
1785236400000,1878.75,1882.09,1871.92,1876.81,1
1785240000000,1876.68,1893.3,1874.57,1892.52,1
1785243600000,1892.46,1896.19,1857.35,1874.12,1
1785247200000,1874.13,1893.29,1867.6,1888.96,1
1785250800000,1888.96,1924.36,1884.55,1920.06,1
1785254400000,1920.06,1928.89,1914.53,1925.85,1
1785258000000,1925.85,1925.87,1893.55,1901.74,1
1785261600000,1901.76,1914.93,1901.45,1911.14,1
1785265200000,1911.14,1922.24,1911.14,1922.24,1
1785268800000,1922.24,1923.9,1916.3,1918.51,1
1785272400000,1918.51,1929.62,1918.42,1923.99,1
1785276000000,1923.98,1927.11,1910.12,1911.91,1
1785279600000,1911.89,1923.18,1904.1,1922.19,1
1785283200000,1922.19,1928.77,1916.83,1917.37,1
1785286800000,1917.34,1918.17,1905.04,1905.7,1
1785290400000,1905.7,1919.53,1901.17,1911,1
1785294000000,1911,1913.02,1891.13,1892.69,1
1785297600000,1892.69,1906.28,1884.6,1905.47,1
1785301200000,1905.47,1915.04,1903.57,1912.55,1
1785304800000,1912.55,1921.6,1908.91,1920.17,1
1785308400000,1920.18,1924.97,1914.04,1924.48,1
1785312000000,1924.5,1925.26,1911.92,1915.11,1
1785315600000,1915.1,1924.65,1914.88,1922.2,1
1785319200000,1922.21,1922.48,1910.61,1912.06,1
1785322800000,1912.06,1916.99,1910.36,1915.25,1
1785326400000,1915.25,1915.26,1902.99,1905.27,1
1785330000000,1905.26,1911.45,1897.05,1909.06,1
1785333600000,1909.09,1911.48,1891.29,1895.21,1
1785337200000,1895.21,1898.8,1887.34,1892.09,1
1785340800000,1892.09,1899.57,1887.79,1895.39,1
1785344400000,1895.39,1917.06,1894.64,1916.28,1
1785348000000,1916.31,1934.81,1894.35,1920.5,1
1785351600000,1920.6,1922.82,1884.58,1888.46,1
1785355200000,1888.46,1892,1878.41,1884.21,1
1785358800000,1884.21,1898.48,1874.75,1898.46,1
1785362400000,1898.46,1911.5,1898.27,1907.17,1
1785366000000,1907.19,1913.17,1902.66,1910.77,1
1785369600000,1910.77,1914.87,1894.03,1898.29,1
1785373200000,1898.3,1921.21,1897.63,1916.79,1
1785376800000,1916.78,1920.01,1910.37,1911.14,1
1785380400000,1911.14,1915.22,1907.67,1910.1,1
1785384000000,1910.1,1910.97,1901.78,1902.1,1
1785387600000,1902.1,1909.52,1900.22,1906.35,1
1785391200000,1906.35,1906.8,1899.59,1901.29,1
1785394800000,1901.3,1908.09,1900.4,1903.25,1
1785398400000,1903.25,1917.9,1900.55,1915.08,1
1785402000000,1915.07,1923.46,1914.15,1918.19,1
1785405600000,1918.18,1921.88,1916.68,1918.29,1
1785409200000,1918.29,1926.31,1916.64,1923.13,1
1785412800000,1923.13,1927.62,1919.92,1925.22,1
1785416400000,1925.22,1937.08,1917.23,1929.8,1
1785420000000,1929.83,1930.26,1913.67,1917.53,1
1785423600000,1917.54,1924.29,1914.7,1918.99,1
1785427200000,1918.99,1926.09,1916.06,1919.39,1
1785430800000,1919.39,1925.35,1916.32,1920.82,1
1785434400000,1920.82,1922.77,1914.9,1916.28,1
1785438000000,1916.28,1929.42,1916.02,1923.81,1
1785441600000,1923.82,1927.43,1920.08,1921.72,1
1785445200000,1921.72,1924.57,1917.44,1918.71,1
1785448800000,1918.71,1933.38,1916.17,1925.79,1
1785452400000,1925.79,1936.76,1918.09,1918.47,1
1785456000000,1918.5,1922.22,1915.17,1917.1,1
1785459600000,1917.11,1936.13,1907.01,1910.3,1
1785463200000,1910.3,1912.12,1901.74,1904.16,1
1785466800000,1904.16,1911.34,1899.27,1908.83,1
1785470400000,1908.83,1909.45,1903.24,1905.89,1
1785474000000,1905.89,1909.1,1901.51,1906.24,1
1785477600000,1906.24,1911.08,1900.32,1902.64,1
1785481200000,1902.62,1902.67,1884.49,1890.17,1
1785484800000,1890.17,1893.26,1888.25,1890.45,1
1785488400000,1890.47,1891.3,1881.43,1883.79,1
1785492000000,1883.81,1890.13,1877.9,1887.15,1
1785495600000,1887.15,1889.84,1882.64,1884.45,1
1785499200000,1884.45,1884.83,1873.75,1882.9,1
1785502800000,1882.9,1890.54,1864.89,1867.06,1
1785506400000,1867.07,1870.29,1848.56,1860.17,1
1785510000000,1860.17,1866.46,1854.75,1863,1
1785513600000,1862.99,1867.22,1860.91,1864.64,1
1785517200000,1864.64,1878.12,1863.44,1875.02,1
1785520800000,1875.02,1876.79,1865.05,1871.84,1
1785524400000,1871.84,1874.08,1865.55,1868.2,1
1785528000000,1868.21,1870.73,1861.53,1862.29,1
1785531600000,1862.32,1864.82,1859.56,1861.85,1
1785535200000,1861.85,1865.54,1858.81,1861.48,1
1785538800000,1861.48,1864.77,1861.05,1862.52,1
1785542400000,1862.53,1867.64,1862.45,1864.76,1
1785546000000,1864.76,1867.44,1864.75,1866.95,1
1785549600000,1866.95,1870,1866.68,1868.29,1
1785553200000,1868.29,1869.94,1866.54,1869.93,1
1785556800000,1869.93,1870.55,1867.92,1869.76,1
1785560400000,1869.76,1871,1865.4,1867.55,1
1785564000000,1867.55,1870.98,1866.47,1870.49,1
1785567600000,1870.49,1871.92,1868.42,1869.78,1
1785571200000,1869.81,1870.24,1867.59,1869.33,1
1785574800000,1869.33,1870.71,1867.67,1867.91,1
1785578400000,1867.92,1869.02,1863.1,1867.25,1
1785582000000,1867.25,1867.72,1865.92,1866.89,1
1785585600000,1866.9,1869.91,1866.89,1868.98,1
1785589200000,1868.98,1869.56,1867.68,1869.26,1
1785592800000,1869.25,1875.31,1869.25,1875.14,1
1785596400000,1875.14,1875.41,1870.17,1870.17,1
1785600000000,1870.17,1873.61,1866.52,1868.8,1
1785603600000,1868.8,1870.28,1857.5,1862.07,1
1785607200000,1862.07,1862.94,1821.95,1836.84,1
1785610800000,1836.83,1840.5,1834.22,1837.19,1
1785614400000,1837.19,1840.41,1833.14,1838.36,1
1785618000000,1838.36,1845.79,1836.6,1845.74,1
1785621600000,1845.74,1849.21,1844.74,1847.31,1
1785625200000,1847.33,1848.99,1843.3,1844.98,1
1785628800000,1844.98,1849.62,1843.79,1846.56,1
1785632400000,1846.57,1859.34,1846.57,1857.08,1
1785636000000,1857.05,1884.56,1856.4,1876.95,1
1785639600000,1876.95,1880.15,1874.74,1877.5,1
1785643200000,1877.5,1882.41,1877.5,1881.15,1
1785646800000,1881.12,1882.68,1875.29,1876.38,1
1785650400000,1876.38,1879.21,1875.08,1877.62,1
1785654000000,1877.62,1878.79,1875.59,1876.06,1
1785657600000,1876.06,1878.92,1867.08,1868.17,1
1785661200000,1868.17,1872.91,1862.48,1870.98,1
1785664800000,1870.98,1871.11,1865.53,1868.66,1
1785668400000,1868.66,1869.68,1849.54,1852.62,1
1785672000000,1852.62,1860.58,1852.41,1857.01,1
1785675600000,1857.01,1858.17,1852.48,1854.97,1
1785679200000,1854.97,1859.21,1852.38,1854.98,1
1785682800000,1854.98,1862.6,1853.86,1858.75,1
1785686400000,1858.75,1865.79,1856.09,1863.17,1
1785690000000,1863.17,1870.44,1862.35,1868.8,1
1785693600000,1868.83,1886.99,1868.47,1875.88,1
1785697200000,1875.88,1883.8,1874.83,1882.24,1
1785700800000,1882.24,1885.65,1879.8,1883.75,1
1785704400000,1883.75,1898.67,1882.17,1890.5,1
1785708000000,1890.5,1897.83,1880.62,1882.06,1
1785711600000,1882.06,1885.64,1876.5,1885.31,1
1785715200000,1885.31,1885.93,1871.75,1873.88,1
1785718800000,1873.87,1875.41,1865.96,1867.16,1
1785722400000,1867.16,1871.96,1862.9,1864.29,1
1785726000000,1864.29,1865.74,1851.24,1857.13,1
1785729600000,1857.12,1863.05,1854.77,1854.97,1
1785733200000,1854.97,1860.81,1853.66,1859.87,1
1785736800000,1859.87,1861.05,1846.56,1848.97,1
1785740400000,1849.03,1849.94,1840.33,1844.08,1
1785744000000,1844.11,1845.81,1828.94,1840.36,1
1785747600000,1840.36,1853.86,1839.38,1852.61,1
1785751200000,1852.61,1854.43,1841.9,1846.2,1
1785754800000,1846.21,1847.9,1838.58,1839.83,1
1785758400000,1839.83,1845.47,1836.75,1843.8,1
1785762000000,1843.79,1860.43,1838.55,1859.17,1
1785765600000,1859.17,1874.24,1851.46,1873.78,1
1785769200000,1873.78,1874.16,1860.46,1863.38,1
1785772800000,1863.4,1872.28,1861.72,1866.31,1
1785776400000,1866.31,1875,1863.59,1868.85,1
1785780000000,1868.85,1874,1866.7,1868.96,1
1785783600000,1868.97,1876.59,1868.27,1870.12,1
1785787200000,1870.12,1876.04,1866.65,1868.98,1
1785790800000,1869.01,1869.27,1863.69,1863.72,1
1785794400000,1863.71,1866.15,1852.59,1860.43,1
1785798000000,1860.43,1860.6,1856.26,1860.6,1
1785801600000,1860.61,1863.16,1848.5,1851.09,1
1785805200000,1851.2,1869.58,1849.22,1867.66,1
1785808800000,1867.65,1871.82,1862.08,1866.17,1
